commitment_id,proposal_title,overlap_theme,continuity_to_prior_year,matched_prior_commitment_id,matched_prior_title,match_basis
2026126,Back to Basics in Math: Transforming Math Learning through Quality Instruction and Professional Learning,college_workforce_pathways,new,,,
2026127,Building on Back to Basics Literacy Through Support for In-Service Teachers,college_workforce_pathways,continuation,2025069,Fund Free Community College in High-Demand Occupations,theme=college_workforce_pathways; shared_terms=
2026128,Accelerating Learning with High-Impact Tutoring,tutoring_learning_loss,new,,,
2026129,Creating a Sustainable Teacher Pipeline,child_care_access,new,,,
2026130,Establishing the Empire AI Student Challenge,college_workforce_pathways,continuation,2025055,Lead on Innovation Through Empire AI,theme=college_workforce_pathways; shared_terms=empire
2026131,Increasing Our Understanding of Our School System and Programs to Support our Students,education_general,new,,,
2026132,Getting Offline and Outside with Cooler Schoolyards,child_care_access,new,,,
2026133,"Ensuring Indigenous Youth Have Access to Relevant, Quality Civics Instruction",education_general,new,,,
2026134,Elevating Excellence: Strengthening Mentoring Programs for Black and Latina Girls,education_general,new,,,
2026135,Holding the Line on Costs and Promoting College Affordability at SUNY and CUNY,college_workforce_pathways,continuation,2025069,Fund Free Community College in High-Demand Occupations,theme=college_workforce_pathways; shared_terms=college
2026136,Enhancing Affordability by Expanding SUNY and CUNY Reconnect for High-Demand Jobs,college_workforce_pathways,continuation,2025069,Fund Free Community College in High-Demand Occupations,"theme=college_workforce_pathways; shared_terms=demand, high"
2026137,New York Career Connect Initiative: Better Preparing College Students for the Workforce across New York's Higher Education Systems,college_workforce_pathways,continuation,2025020,Invest in Student Success at the State University of New York,theme=college_workforce_pathways; shared_terms=
2026138,Enhancing Student Borrower Support,labor_affordability_general,new,,,
2026139,Creating Emergency Aid Funds at All SUNY and CUNY Campuses to Keep Students Enrolled,college_workforce_pathways,continuation,2025020,Invest in Student Success at the State University of New York,theme=college_workforce_pathways; shared_terms=
2026140,Supporting Former Foster Students to Attain a Degree through the Reconnect for Foster Scholars Program,college_workforce_pathways,continuation,2025039,Launch First Responder Counseling Scholarship Program,theme=college_workforce_pathways; shared_terms=program
2026141,Promoting Fairness and Affordability for Students by Reforming Tuition Refund Policies at SUNY,college_workforce_pathways,continuation,2025020,Invest in Student Success at the State University of New York,theme=college_workforce_pathways; shared_terms=
2026142,Reducing Burden in the Certificate of Residency Process for SUNY Community College and Early College Students,college_workforce_pathways,continuation,2025069,Fund Free Community College in High-Demand Occupations,"theme=college_workforce_pathways; shared_terms=college, community"
2026143,Equipping an Entire Generation with Mental Health First Aid Training,education_general,new,,,
2026144,Supporting Youth Mental Health for LGBTQ+ New Yorkers,mental_health_youth,continuation,2025145,Support Youth Mental Health in After-School Programs,"theme=mental_health_youth; shared_terms=health, mental, youth"
2026145,Expanding Youth Safe Spaces by Designating Two Additional Community Organizations,education_general,new,,,
2026146,Recognizing Schools Providing Strong Mental Health Supports,education_general,new,,,
2026147,Hosting a Youth-Led Substance Use Prevention Symposium,education_general,new,,,
2026148,Ensuring All Child-Serving Clinicians in New York's Office of Mental Health Settings Are Trained in Evidence-Based Practices,mental_health_youth,continuation,2025145,Support Youth Mental Health in After-School Programs,"theme=mental_health_youth; shared_terms=health, mental"
2026149,Opening up to 15 New Youth Clubhouses to Support Community-Based Recovery for Young People Suffering from a Substance Use Disorder,education_general,new,,,
2026150,Establishing a Young Adult Recovery Residence for Individuals Recovering from Opioid Addiction,opioid_response,new,,,
2026151,Scaling Mental Health Supports for Indigenous Youth,mental_health_insurance,continuation,2025147,Hold Health Insurance Companies Accountable,theme=mental_health_insurance; shared_terms=health
2026152,Safe By Design: Creating Safer Digital Environments for Kids,mental_health_youth,new,,,
2026153,Ensuring Fair Play in Online Betting and Limiting Access for Young People,education_general,new,,,
2026154,Promoting Responsible Digital Citizenship: Supporting Distraction-Free Schools and Student Mental Health,education_general,new,,,
2026155,Expanding the Safety Net Transformation Program,health_care_general,continuation,2025154,Extend the Safety Net Transformation Program,"theme=health_care_general; shared_terms=net, program, safety, transformation"
2026156,Expanding the Use of Artificial Intelligence Technology in Healthcare Safely and Equitably,medicaid_coverage,continuation,2025156,Increase Access to Lifesaving Obesity Drugs,theme=medicaid_coverage; shared_terms=
2026157,Strengthening Oversight of Healthcare Transactions,health_care_general,continuation,2025139,Streamline County Oversight and Enhance Funding,theme=health_care_general; shared_terms=oversight
2026158,Enabling Transformation of the Healthcare Delivery System,health_care_general,continuation,2025154,Extend the Safety Net Transformation Program,theme=health_care_general; shared_terms=transformation
2026159,Removing Unnecessary Restrictions on Healthcare Workers,health_care_general,continuation,2025159,Strengthen Reporting Requirements for Healthcare Investors,theme=health_care_general; shared_terms=healthcare
2026160,Reducing Reliance on Temporary Staff to Stabilize the Healthcare Workforce,health_care_general,continuation,2025159,Strengthen Reporting Requirements for Healthcare Investors,theme=health_care_general; shared_terms=healthcare
2026161,Expanding Healthcare Access through Workforce Investments,medicaid_coverage,continuation,2025155,Expand Access to Infertility Treatments,theme=medicaid_coverage; shared_terms=access
2026162,"Protecting and Expanding Access to Quality, Affordable Health Coverage",medicaid_coverage,continuation,2025156,Increase Access to Lifesaving Obesity Drugs,theme=medicaid_coverage; shared_terms=access
2026163,Leveraging New York's Purchasing Power to Drive Down Drug Costs,medicaid_coverage,new,,,
2026164,Reforming Prior Authorizations to Improve Patient Care,public_education_funding,new,,,
2026165,Increasing Access to Medical Care for Injured Workers,primary_care_and_ems,continuation,2025157,Ensure Access to Emergency Medical Services,"theme=primary_care_and_ems; shared_terms=access, medical"
2026166,Assisting Older Adults to Age in Place,aging_long_term_care,new,,,
2026167,Improving Access to End-of-Life Care,psychiatric_capacity,new,,,
2026168,"Protecting Older Adults from Abuse, Scams, and Fraud",aging_long_term_care,new,,,
2026169,Creating a One-Stop Shop for Benefits for Older New Yorkers,aging_long_term_care,new,,,
2026170,Protecting Immunization Access,health_care_general,continuation,2025158,Expand Access to Dental Care,theme=health_care_general; shared_terms=access
2026171,Improving Vital Records Access,aging_long_term_care,new,,,
2026172,Strengthening Cardiac Emergency Readiness across New York State,health_care_general,new,,,
2026173,Modernizing Pain Management Guidance and Care,opioid_response,new,,,
2026174,Protecting Summer Campers from Extreme Weather Threats,health_care_general,new,,,
2026175,Establishing a Nuclear Reliability Backbone for a Zero-Emission Grid,building_decarbonization,new,,,
2026176,Ensuring New York's Nuclear Power Future is Built By and For New Yorkers,energy_affordability,new,,,
